day_of_week,day_name,rmse,mae,r2,n_samples,mean_actual,mean_predicted
0,Monday,15.588995202030256,9.624962529929292,0.9472367516083179,1812,43.10816777041943,44.26626295507686
1,Tuesday,18.83596375553618,10.630977044266668,0.9475733135674511,1809,51.81647318960752,51.36855082577986
2,Wednesday,16.727437195979824,9.471629016188162,0.9553901175537627,1871,50.455371459112776,52.090760858228315
6,Sunday,18.669581148189472,11.46106198535109,0.9280856271715207,1170,53.16923076923077,50.93047530085554
