demand_level,rmse,mae,r2,n_samples,mean_actual,mean_predicted,std_actual,std_predicted
Low Demand,3.199927096728524,2.2237281799316406,-2.898005962371826,2250,2.085777777777778,3.8629127,1.621120726369845,2.7918305
Medium Demand,10.62058516389906,7.448328495025635,0.8739981055259705,2264,30.742049469964666,34.206905,29.926492333541436,29.992943
High Demand,26.430047754712934,17.896400451660156,0.9250984191894531,2148,118.32635009310987,120.26972,96.59475132964675,91.2753
